ID_zbozi,ID_lekarna,ID_vedouci,datum,pocet_prodanych_ks,nakupni_cena_CZK,prodejni_cena_CZK,marze_CZK,trzba_CZK
346,22,23,2025-02-06,11,300,316,16,176
9,27,3,2025-02-01,14,70,90,20,280
702,15,12,2025-02-08,10,148,168,20,200
25,20,3,2025-02-02,20,356,517,161,3220
223,20,21,2025-02-04,4,64,92,28,112
134,13,22,2025-02-25,19,431,640,209,3971
918,4,23,2025-02-06,9,170,214,44,396
959,3,21,2025-02-15,9,413,513,100,900
926,22,25,2025-02-25,11,151,170,19,209
76,9,25,2025-02-02,13,218,262,44,572
62,9,27,2025-02-09,6,245,265,20,120
951,7,20,2025-02-13,6,350,445,95,570
148,18,25,2025-02-14,7,334,447,113,791
935,15,23,2025-02-09,4,37,40,3,12
586,24,9,2025-02-25,15,29,42,13,195
153,21,21,2025-02-01,2,360,441,81,162
156,23,11,2025-02-13,19,21,27,6,114
963,25,16,2025-02-16,14,226,323,97,1358
800,26,26,2025-02-03,18,135,142,7,126
978,23,27,2025-02-25,16,82,107,25,400
958,12,11,2025-02-22,10,225,242,17,170
982,21,3,2025-02-12,18,456,676,220,3960
83,27,15,2025-02-25,10,351,401,50,500
568,2,13,2025-02-22,7,173,236,63,441
918,4,21,2025-02-23,12,269,293,24,288
648,15,24,2025-02-07,5,38,43,5,25
738,19,8,2025-02-16,13,52,73,21,273
659,10,16,2025-02-18,15,28,30,2,30
58,11,26,2025-02-24,2,227,250,23,46
827,21,22,2025-02-17,15,367,529,162,2430
550,5,24,2025-02-19,8,493,534,41,328
754,5,16,2025-02-21,1,261,381,120,120
634,2,8,2025-02-23,5,27,30,3,15
52,29,10,2025-02-27,4,253,335,82,328
856,19,3,2025-02-27,4,78,99,21,84
819,20,8,2025-02-03,7,238,286,48,336
856,24,22,2025-02-13,11,81,121,40,440
590,18,5,2025-02-11,7,411,440,29,203
178,11,3,2025-02-04,9,92,128,36,324
173,23,12,2025-02-18,6,244,283,39,234
596,2,5,2025-02-04,20,212,297,85,1700
17,29,16,2025-02-03,1,23,26,3,3
92,23,21,2025-02-19,10,233,317,84,840
812,25,16,2025-02-23,5,125,139,14,70
278,17,15,2025-02-14,8,500,564,64,512
709,2,20,2025-02-06,16,333,492,159,2544
643,27,26,2025-02-10,12,234,246,12,144
242,7,4,2025-02-17,4,336,408,72,288
780,18,17,2025-02-08,15,414,551,137,2055
214,9,2,2025-02-07,4,427,477,50,200
865,30,16,2025-02-16,6,101,137,36,216
45,2,21,2025-02-12,10,127,158,31,310
343,20,26,2025-02-25,15,42,46,4,60
54,30,18,2025-02-06,6,422,449,27,162
528,4,3,2025-02-08,15,323,423,100,1500
430,7,24,2025-02-22,11,137,192,55,605
334,8,4,2025-02-08,14,465,530,65,910
913,8,3,2025-02-16,19,268,288,20,380
447,5,7,2025-02-20,15,111,136,25,375
140,15,24,2025-02-07,12,158,180,22,264
131,2,23,2025-02-19,2,163,181,18,36
873,15,15,2025-02-14,6,409,493,84,504
908,10,20,2025-02-06,20,483,544,61,1220
994,18,28,2025-02-08,3,230,330,100,300
501,28,7,2025-02-19,16,448,564,116,1856
15,24,14,2025-02-24,8,146,175,29,232
594,8,29,2025-02-19,5,487,637,150,750
6,14,2,2025-02-02,16,395,551,156,2496
35,14,17,2025-02-13,16,434,612,178,2848
842,4,15,2025-02-16,8,62,81,19,152
13,23,24,2025-02-14,7,87,105,18,126
245,21,3,2025-02-01,16,362,430,68,1088
721,15,28,2025-02-19,19,32,48,16,304
475,25,5,2025-02-28,13,114,160,46,598
380,21,15,2025-02-23,1,460,613,153,153
395,29,23,2025-02-11,17,36,43,7,119
771,9,23,2025-02-20,18,314,442,128,2304
807,22,3,2025-02-20,11,396,582,186,2046
528,30,22,2025-02-12,2,76,93,17,34
477,20,2,2025-02-12,12,109,146,37,444
722,3,18,2025-02-23,7,90,134,44,308
245,18,4,2025-02-21,16,397,585,188,3008
595,28,23,2025-02-07,8,184,222,38,304
274,17,22,2025-02-14,9,47,51,4,36
354,15,16,2025-02-17,17,444,491,47,799
727,18,22,2025-02-27,18,480,567,87,1566
636,12,26,2025-02-22,3,116,168,52,156
469,3,3,2025-02-13,6,167,247,80,480
79,4,6,2025-02-09,4,376,420,44,176
155,28,7,2025-02-17,1,170,210,40,40
699,18,30,2025-02-05,16,197,244,47,752
756,21,1,2025-02-10,7,52,55,3,21
822,8,27,2025-02-17,11,230,301,71,781
672,21,26,2025-02-11,16,323,436,113,1808
543,27,18,2025-02-15,15,175,228,53,795
920,26,10,2025-02-06,9,136,172,36,324
995,10,25,2025-02-28,2,95,115,20,40
467,6,20,2025-02-06,18,166,188,22,396
180,27,23,2025-02-23,5,102,118,16,80
43,11,19,2025-02-05,15,153,186,33,495
211,18,23,2025-02-02,11,196,219,23,253
460,18,6,2025-02-18,10,82,120,38,380
415,30,16,2025-02-25,5,254,373,119,595
160,1,24,2025-02-18,17,189,253,64,1088
303,16,29,2025-02-10,19,361,403,42,798
579,24,30,2025-02-15,11,372,409,37,407
491,29,2,2025-02-05,18,79,94,15,270
412,20,27,2025-02-08,15,202,221,19,285
57,20,21,2025-02-07,19,289,332,43,817
959,25,9,2025-02-07,1,62,80,18,18
457,22,22,2025-02-03,17,221,251,30,510
326,20,20,2025-02-17,2,485,655,170,340
408,5,23,2025-02-28,14,209,256,47,658
13,10,12,2025-02-12,10,248,358,110,1100
90,7,24,2025-02-15,14,431,538,107,1498
168,26,24,2025-02-14,14,91,130,39,546
613,3,5,2025-02-07,10,263,393,130,1300
538,11,3,2025-02-19,13,65,68,3,39
655,30,9,2025-02-14,6,304,382,78,468
582,25,30,2025-02-05,7,115,164,49,343
297,18,16,2025-02-02,10,447,587,140,1400
506,18,24,2025-02-15,8,33,46,13,104
158,9,10,2025-02-21,16,83,112,29,464
915,10,14,2025-02-06,16,484,658,174,2784
251,1,4,2025-02-25,9,272,407,135,1215
69,20,24,2025-02-12,19,266,347,81,1539
890,9,21,2025-02-22,16,375,532,157,2512
383,17,24,2025-02-19,1,452,527,75,75
596,2,5,2025-02-11,15,469,639,170,2550
366,6,2,2025-02-09,12,234,313,79,948
979,12,2,2025-02-10,10,291,389,98,980
79,17,7,2025-02-25,6,411,449,38,228
771,6,18,2025-02-11,11,443,634,191,2101
820,10,9,2025-02-22,12,69,89,20,240
361,27,5,2025-02-01,5,285,335,50,250
798,16,14,2025-02-11,6,72,83,11,66
516,8,27,2025-02-07,18,334,454,120,2160
976,17,28,2025-02-18,18,379,527,148,2664
117,14,15,2025-02-03,4,439,487,48,192
18,16,12,2025-02-10,12,91,129,38,456
912,20,17,2025-02-25,11,108,148,40,440
30,24,27,2025-02-04,8,85,122,37,296
146,23,8,2025-02-10,5,127,141,14,70
81,14,23,2025-02-25,4,59,62,3,12
496,25,14,2025-02-02,7,75,80,5,35
676,17,19,2025-02-02,16,80,117,37,592
45,3,10,2025-02-22,1,406,444,38,38
127,30,20,2025-02-07,19,481,548,67,1273
687,12,1,2025-02-03,5,453,628,175,875
285,19,12,2025-02-12,6,457,583,126,756
747,20,8,2025-02-17,19,54,59,5,95
593,25,1,2025-02-17,7,386,439,53,371
289,6,29,2025-02-25,18,22,33,11,198
102,30,7,2025-02-17,16,207,282,75,1200
190,15,22,2025-02-04,6,447,541,94,564
389,14,7,2025-02-17,8,228,251,23,184
322,4,15,2025-02-04,17,89,113,24,408
370,23,10,2025-02-18,2,62,74,12,24
119,13,10,2025-02-15,20,396,471,75,1500
1000,27,15,2025-02-08,18,228,269,41,738
876,14,7,2025-02-28,3,478,683,205,615
488,22,12,2025-02-06,1,365,464,99,99
108,13,15,2025-02-17,3,81,90,9,27
411,23,19,2025-02-04,6,53,64,11,66
204,11,7,2025-02-20,13,82,95,13,169
435,24,16,2025-02-09,19,323,379,56,1064
809,26,21,2025-02-13,12,263,355,92,1104
973,13,16,2025-02-17,9,95,133,38,342
111,4,9,2025-02-16,16,138,184,46,736
138,1,4,2025-02-24,2,445,481,36,72
695,1,6,2025-02-13,20,367,439,72,1440
311,20,20,2025-02-04,3,358,497,139,417
786,16,26,2025-02-15,7,170,229,59,413
503,17,9,2025-02-18,11,434,624,190,2090
560,1,25,2025-02-02,14,470,687,217,3038
393,15,11,2025-02-28,13,246,309,63,819
34,6,18,2025-02-22,10,472,646,174,1740
504,14,5,2025-02-10,13,269,375,106,1378
583,22,16,2025-02-22,18,370,478,108,1944
482,16,18,2025-02-28,6,279,300,21,126
270,16,19,2025-02-13,20,366,442,76,1520
292,11,2,2025-02-01,19,43,48,5,95
376,12,26,2025-02-24,19,33,46,13,247
641,11,13,2025-02-04,14,196,293,97,1358
422,12,2,2025-02-22,8,146,169,23,184
320,19,3,2025-02-23,3,464,551,87,261
346,6,1,2025-02-18,11,39,49,10,110
885,14,19,2025-02-17,14,156,165,9,126
481,19,1,2025-02-11,13,312,382,70,910
587,4,26,2025-02-16,4,373,505,132,528
345,16,17,2025-02-26,11,105,139,34,374
373,14,7,2025-02-16,3,450,645,195,585
220,10,9,2025-02-02,10,313,385,72,720
232,20,24,2025-02-03,19,68,90,22,418
280,3,19,2025-02-26,17,263,327,64,1088
356,26,3,2025-02-21,10,278,392,114,1140
444,22,18,2025-02-11,7,232,286,54,378
640,17,15,2025-02-22,18,112,162,50,900
643,23,17,2025-02-28,6,315,402,87,522
677,27,24,2025-02-15,9,499,667,168,1512
829,20,28,2025-02-25,14,498,650,152,2128
642,2,17,2025-02-07,12,256,286,30,360
155,24,22,2025-02-25,10,452,563,111,1110
327,28,27,2025-02-03,7,453,560,107,749
844,10,21,2025-02-06,9,371,490,119,1071
416,8,4,2025-02-05,7,34,39,5,35
848,10,15,2025-02-16,18,243,301,58,1044
928,2,7,2025-02-06,9,89,95,6,54
809,26,9,2025-02-22,18,110,147,37,666
44,24,16,2025-02-26,1,48,69,21,21
86,11,20,2025-02-10,3,481,712,231,693
919,12,22,2025-02-22,3,223,329,106,318
742,27,5,2025-02-08,4,312,431,119,476
956,4,17,2025-02-22,19,416,611,195,3705
258,16,29,2025-02-03,8,327,361,34,272
827,11,11,2025-02-27,19,397,487,90,1710
767,24,8,2025-02-14,7,93,102,9,63
220,9,15,2025-02-14,9,461,606,145,1305
503,18,12,2025-02-23,4,182,236,54,216
487,22,8,2025-02-09,5,205,259,54,270
377,27,10,2025-02-01,20,37,53,16,320
679,26,2,2025-02-23,8,149,194,45,360
317,21,23,2025-02-12,4,293,422,129,516
879,15,13,2025-02-01,13,494,736,242,3146
262,10,3,2025-02-27,8,172,197,25,200
912,6,30,2025-02-15,11,470,665,195,2145
660,14,26,2025-02-02,9,463,503,40,360
799,16,16,2025-02-24,14,494,706,212,2968
735,14,29,2025-02-27,4,442,496,54,216
268,17,3,2025-02-12,14,328,452,124,1736
561,24,11,2025-02-15,1,410,440,30,30
657,6,21,2025-02-15,5,21,26,5,25
644,10,11,2025-02-19,3,76,85,9,27
529,23,25,2025-02-27,5,453,597,144,720
421,26,11,2025-02-15,16,467,645,178,2848
267,6,22,2025-02-19,11,429,505,76,836
87,14,12,2025-02-06,13,468,571,103,1339
855,29,19,2025-02-08,1,31,45,14,14
663,20,21,2025-02-08,3,256,292,36,108
719,28,6,2025-02-02,13,336,418,82,1066
267,5,3,2025-02-12,6,310,342,32,192
736,17,14,2025-02-25,15,443,599,156,2340
122,8,23,2025-02-07,7,461,653,192,1344
273,10,24,2025-02-16,13,86,107,21,273
212,20,7,2025-02-27,10,392,531,139,1390
429,6,14,2025-02-26,5,34,40,6,30
269,8,20,2025-02-15,8,209,274,65,520
663,15,3,2025-02-01,16,88,127,39,624
998,23,13,2025-02-22,7,385,471,86,602
434,24,20,2025-02-09,3,68,88,20,60
54,11,30,2025-02-08,16,485,587,102,1632
621,22,26,2025-02-20,2,22,26,4,8
635,13,10,2025-02-13,12,87,129,42,504
573,2,19,2025-02-06,9,106,135,29,261
953,11,29,2025-02-15,5,65,78,13,65
544,14,5,2025-02-09,4,180,193,13,52
131,16,28,2025-02-27,9,402,487,85,765
441,10,29,2025-02-09,20,444,618,174,3480
271,17,11,2025-02-14,6,181,250,69,414
504,25,5,2025-02-18,15,47,53,6,90
56,8,6,2025-02-02,16,153,172,19,304
479,14,4,2025-02-16,2,246,298,52,104
727,18,16,2025-02-15,16,77,110,33,528
888,5,4,2025-02-12,3,124,179,55,165
185,27,6,2025-02-24,17,441,517,76,1292
913,22,19,2025-02-07,19,22,28,6,114
585,6,14,2025-02-03,8,413,526,113,904
97,29,11,2025-02-01,10,368,549,181,1810
125,13,12,2025-02-19,4,448,536,88,352
30,3,15,2025-02-27,16,252,336,84,1344
276,20,22,2025-02-01,11,42,57,15,165
974,15,11,2025-02-24,19,86,98,12,228
50,26,21,2025-02-10,11,428,460,32,352
73,18,20,2025-02-13,3,224,261,37,111
246,25,28,2025-02-13,3,30,43,13,39
167,13,25,2025-02-13,10,351,487,136,1360
670,5,4,2025-02-10,16,430,535,105,1680
826,30,10,2025-02-22,20,87,105,18,360
99,27,12,2025-02-17,7,270,338,68,476
398,16,9,2025-02-19,20,236,257,21,420
433,26,12,2025-02-20,6,242,323,81,486
96,2,17,2025-02-11,15,366,421,55,825
703,23,5,2025-02-16,17,342,459,117,1989
86,10,15,2025-02-14,3,484,683,199,597
308,5,5,2025-02-22,10,450,523,73,730
438,10,19,2025-02-02,18,59,86,27,486
526,4,17,2025-02-14,14,68,86,18,252
738,19,27,2025-02-09,12,150,197,47,564
788,17,1,2025-02-04,15,111,156,45,675
864,13,2,2025-02-03,14,468,640,172,2408
322,19,24,2025-02-15,15,339,479,140,2100
350,30,28,2025-02-26,6,128,145,17,102
765,20,9,2025-02-28,4,242,312,70,280
6,13,4,2025-02-01,6,355,449,94,564
709,13,28,2025-02-22,20,391,496,105,2100
634,27,20,2025-02-12,13,431,511,80,1040
129,5,1,2025-02-07,4,437,462,25,100
994,7,28,2025-02-01,7,266,357,91,637
666,8,14,2025-02-27,18,117,127,10,180
789,15,5,2025-02-16,14,31,34,3,42
925,5,24,2025-02-23,15,268,338,70,1050
881,15,19,2025-02-08,7,170,222,52,364
854,13,2,2025-02-11,1,72,96,24,24
731,14,14,2025-02-28,16,397,520,123,1968
749,18,10,2025-02-02,16,224,284,60,960
606,24,20,2025-02-22,16,138,189,51,816
541,1,14,2025-02-19,11,303,327,24,264
915,21,14,2025-02-16,4,273,363,90,360
662,12,15,2025-02-23,14,30,34,4,56
744,7,16,2025-02-12,15,138,176,38,570
602,30,22,2025-02-11,20,456,652,196,3920
673,15,5,2025-02-10,13,233,332,99,1287
690,21,24,2025-02-12,16,429,638,209,3344
166,20,7,2025-02-10,3,361,457,96,288
178,7,6,2025-02-20,16,71,100,29,464
966,16,10,2025-02-08,7,305,327,22,154
19,12,29,2025-02-09,12,366,410,44,528
848,28,29,2025-02-17,2,433,467,34,68
441,4,20,2025-02-08,4,307,353,46,184
265,11,26,2025-02-12,2,414,598,184,368
274,29,5,2025-02-28,17,329,445,116,1972
724,2,30,2025-02-15,15,450,626,176,2640
999,4,26,2025-02-20,20,420,603,183,3660
105,27,18,2025-02-02,17,73,82,9,153
121,28,7,2025-02-12,6,392,463,71,426
453,25,17,2025-02-16,4,98,131,33,132
343,27,5,2025-02-04,7,244,363,119,833
788,25,1,2025-02-08,16,194,229,35,560
176,3,9,2025-02-12,14,204,272,68,952
252,5,25,2025-02-25,17,235,330,95,1615
142,26,14,2025-02-14,14,479,602,123,1722
873,17,26,2025-02-22,12,35,44,9,108
789,1,23,2025-02-26,17,55,60,5,85
323,13,25,2025-02-06,14,51,63,12,168
38,22,30,2025-02-21,5,482,631,149,745
647,23,26,2025-02-22,17,171,212,41,697
908,22,23,2025-02-18,10,389,538,149,1490
932,12,1,2025-02-27,9,480,618,138,1242
943,5,23,2025-02-13,15,349,399,50,750
558,20,26,2025-02-20,15,377,454,77,1155
832,26,21,2025-02-13,7,471,558,87,609
38,18,11,2025-02-13,5,286,428,142,710
291,7,3,2025-02-17,18,179,230,51,918
776,21,6,2025-02-01,1,475,669,194,194
607,9,8,2025-02-27,10,391,485,94,940
518,4,24,2025-02-02,12,152,202,50,600
363,4,2,2025-02-25,4,249,295,46,184
755,1,15,2025-02-11,8,432,599,167,1336
596,19,23,2025-02-21,18,452,596,144,2592
359,10,10,2025-02-22,19,364,405,41,779
387,17,24,2025-02-08,4,187,240,53,212
198,27,25,2025-02-12,15,70,78,8,120
436,27,14,2025-02-03,3,51,63,12,36
134,16,7,2025-02-15,3,209,283,74,222
413,19,18,2025-02-17,13,466,545,79,1027
511,21,14,2025-02-15,16,394,586,192,3072
844,6,5,2025-02-17,5,268,367,99,495
133,23,17,2025-02-28,17,80,109,29,493
467,16,2,2025-02-24,6,306,372,66,396
975,4,20,2025-02-28,14,76,84,8,112
586,10,2,2025-02-17,5,80,97,17,85
384,10,10,2025-02-16,1,425,474,49,49
803,19,14,2025-02-02,10,475,559,84,840
188,27,24,2025-02-16,1,82,106,24,24
70,28,2,2025-02-14,16,313,372,59,944
464,29,11,2025-02-26,13,263,375,112,1456
854,20,5,2025-02-25,5,278,372,94,470
780,15,22,2025-02-15,5,463,638,175,875
92,26,20,2025-02-22,20,229,280,51,1020
922,13,11,2025-02-18,2,363,527,164,328
754,9,21,2025-02-03,6,382,405,23,138
646,26,25,2025-02-23,10,307,411,104,1040
660,18,3,2025-02-07,20,297,389,92,1840
55,19,17,2025-02-07,16,277,403,126,2016
124,22,30,2025-02-18,6,29,34,5,30
211,8,27,2025-02-23,19,247,269,22,418
547,20,11,2025-02-13,19,43,55,12,228
957,1,11,2025-02-14,6,232,246,14,84
541,11,13,2025-02-09,3,78,116,38,114
555,6,10,2025-02-05,6,150,209,59,354
158,10,14,2025-02-22,6,50,66,16,96
334,6,1,2025-02-23,2,172,211,39,78
328,5,14,2025-02-11,9,212,312,100,900
922,4,2,2025-02-07,8,405,534,129,1032
243,16,17,2025-02-25,17,217,321,104,1768
276,2,11,2025-02-15,18,228,246,18,324
30,14,21,2025-02-08,1,157,204,47,47
601,22,4,2025-02-08,18,353,495,142,2556
312,19,14,2025-02-15,3,453,605,152,456
209,26,5,2025-02-12,18,106,149,43,774
551,14,30,2025-02-18,15,41,43,2,30
476,27,20,2025-02-10,6,20,22,2,12
944,16,9,2025-02-20,9,449,609,160,1440
360,27,21,2025-02-07,19,450,576,126,2394
47,6,24,2025-02-18,19,55,65,10,190
405,23,4,2025-02-27,5,391,508,117,585
287,29,14,2025-02-07,20,278,412,134,2680
326,29,22,2025-02-11,9,405,554,149,1341
280,8,22,2025-02-11,11,127,160,33,363
614,11,1,2025-02-23,5,350,513,163,815
624,16,1,2025-02-01,6,231,300,69,414
714,23,16,2025-02-25,13,295,321,26,338
898,21,21,2025-02-03,18,35,51,16,288
836,22,15,2025-02-22,4,200,297,97,388
386,27,20,2025-02-12,13,110,157,47,611
832,23,1,2025-02-04,15,209,308,99,1485
456,1,8,2025-02-24,1,408,480,72,72
944,23,12,2025-02-07,3,437,579,142,426
311,26,23,2025-02-08,8,272,404,132,1056
38,9,16,2025-02-23,20,127,134,7,140
841,21,13,2025-02-04,9,311,397,86,774
175,18,7,2025-02-22,19,364,494,130,2470
579,6,3,2025-02-19,5,401,433,32,160
266,30,19,2025-02-28,8,471,605,134,1072
802,9,7,2025-02-28,1,374,507,133,133
630,9,22,2025-02-18,15,21,31,10,150
657,22,21,2025-02-02,11,241,345,104,1144
417,9,4,2025-02-22,17,258,328,70,1190
530,25,2,2025-02-24,8,44,52,8,64
431,18,15,2025-02-11,1,220,250,30,30
84,29,19,2025-02-26,1,397,457,60,60
707,14,3,2025-02-08,7,104,125,21,147
65,21,21,2025-02-04,1,265,330,65,65
25,19,26,2025-02-21,11,450,523,73,803
111,16,8,2025-02-11,2,440,528,88,176
814,8,3,2025-02-25,20,337,420,83,1660
98,21,15,2025-02-19,4,63,94,31,124
939,2,13,2025-02-11,3,420,465,45,135
942,26,15,2025-02-02,10,332,442,110,1100
68,4,22,2025-02-02,18,46,54,8,144
391,13,4,2025-02-20,14,139,200,61,854
807,22,20,2025-02-01,15,216,272,56,840
439,29,20,2025-02-20,4,193,259,66,264
692,26,1,2025-02-15,17,188,247,59,1003
111,4,1,2025-02-20,3,323,454,131,393
199,29,19,2025-02-05,17,151,183,32,544
493,24,20,2025-02-15,6,144,160,16,96
46,2,5,2025-02-10,19,243,311,68,1292
668,25,12,2025-02-10,19,473,612,139,2641
150,5,16,2025-02-10,20,195,230,35,700
994,1,17,2025-02-19,5,49,57,8,40
839,27,18,2025-02-28,2,236,284,48,96
1000,7,21,2025-02-07,3,194,220,26,78
488,23,23,2025-02-15,20,374,448,74,1480
593,19,11,2025-02-20,10,234,280,46,460
108,15,29,2025-02-26,2,273,314,41,82
4,21,8,2025-02-23,8,258,343,85,680
245,16,24,2025-02-25,11,433,599,166,1826
211,13,6,2025-02-27,1,205,216,11,11
367,1,18,2025-02-04,5,168,210,42,210
647,19,30,2025-02-25,12,42,63,21,252
204,7,10,2025-02-06,8,473,552,79,632
179,11,28,2025-02-18,8,111,126,15,120
181,27,9,2025-02-04,1,445,603,158,158
389,21,26,2025-02-04,11,499,571,72,792
468,8,12,2025-02-26,12,358,404,46,552
540,26,20,2025-02-14,3,80,89,9,27
947,5,26,2025-02-07,7,292,356,64,448
384,11,20,2025-02-14,8,491,526,35,280
631,19,7,2025-02-28,18,170,239,69,1242
336,8,2,2025-02-21,9,466,516,50,450
521,19,29,2025-02-16,7,392,426,34,238
482,26,22,2025-02-20,3,105,134,29,87
770,29,21,2025-02-25,17,211,269,58,986
476,6,11,2025-02-23,12,289,394,105,1260
733,16,16,2025-02-09,19,225,301,76,1444
810,19,21,2025-02-02,7,132,192,60,420
463,28,8,2025-02-13,7,176,218,42,294
387,19,6,2025-02-27,12,150,195,45,540
138,25,3,2025-02-10,15,285,344,59,885
598,2,15,2025-02-17,20,192,238,46,920
479,14,14,2025-02-12,16,182,213,31,496
26,6,15,2025-02-08,9,350,379,29,261
924,3,10,2025-02-27,17,282,365,83,1411
81,26,9,2025-02-08,4,80,87,7,28
40,18,7,2025-02-11,7,365,437,72,504
310,24,27,2025-02-25,9,117,160,43,387
142,28,25,2025-02-23,18,487,569,82,1476
789,10,10,2025-02-27,12,420,629,209,2508
969,13,27,2025-02-19,1,261,351,90,90
780,5,28,2025-02-13,8,136,187,51,408
215,16,8,2025-02-17,19,422,548,126,2394
480,24,27,2025-02-15,11,425,463,38,418
867,7,14,2025-02-25,14,127,158,31,434
874,18,1,2025-02-12,5,315,455,140,700
313,24,1,2025-02-16,12,193,222,29,348
436,22,25,2025-02-13,18,173,207,34,612
24,19,26,2025-02-02,5,98,146,48,240
339,19,21,2025-02-26,20,487,645,158,3160
888,13,13,2025-02-07,13,52,67,15,195
193,16,4,2025-02-11,19,251,336,85,1615
312,3,6,2025-02-04,18,110,117,7,126
706,20,16,2025-02-01,6,121,131,10,60
987,13,10,2025-02-07,8,169,228,59,472
72,15,2,2025-02-12,17,25,28,3,51
881,30,14,2025-02-13,6,76,84,8,48
429,16,24,2025-02-03,13,482,694,212,2756
134,28,7,2025-02-10,14,438,600,162,2268
487,6,20,2025-02-19,10,320,365,45,450
734,22,15,2025-02-09,7,23,34,11,77
457,3,27,2025-02-13,20,433,503,70,1400
337,30,19,2025-02-16,15,256,335,79,1185
755,3,10,2025-02-21,15,197,269,72,1080
729,26,10,2025-02-13,20,441,624,183,3660
180,14,8,2025-02-06,20,395,492,97,1940
394,30,22,2025-02-06,19,68,83,15,285
969,2,8,2025-02-28,6,160,232,72,432
551,10,22,2025-02-03,7,485,617,132,924
781,18,4,2025-02-12,3,406,446,40,120
785,25,11,2025-02-14,15,104,121,17,255
519,2,15,2025-02-01,3,347,473,126,378
768,15,13,2025-02-11,13,458,521,63,819
39,1,9,2025-02-04,5,187,253,66,330
476,16,15,2025-02-03,3,300,404,104,312
731,15,5,2025-02-16,9,450,505,55,495
859,1,20,2025-02-04,6,170,188,18,108
760,13,6,2025-02-03,1,366,429,63,63
452,12,6,2025-02-07,2,477,646,169,338
222,15,23,2025-02-02,17,348,469,121,2057
676,29,4,2025-02-13,10,247,265,18,180
5,2,25,2025-02-13,7,495,575,80,560
931,8,7,2025-02-03,1,235,250,15,15
15,11,27,2025-02-07,3,132,196,64,192
99,26,27,2025-02-27,6,390,439,49,294
426,17,4,2025-02-27,11,185,241,56,616
195,20,7,2025-02-18,13,500,621,121,1573
238,7,4,2025-02-12,11,108,114,6,66
670,11,1,2025-02-13,7,254,292,38,266
674,27,9,2025-02-21,20,208,223,15,300
907,7,14,2025-02-10,20,275,410,135,2700
105,23,18,2025-02-26,19,107,124,17,323
98,20,11,2025-02-21,13,367,538,171,2223
790,23,5,2025-02-11,6,345,481,136,816
705,11,28,2025-02-22,16,54,65,11,176
624,30,19,2025-02-15,13,281,376,95,1235
239,17,19,2025-02-23,1,139,147,8,8
778,29,4,2025-02-10,8,397,493,96,768
250,20,3,2025-02-02,5,211,269,58,290
207,5,13,2025-02-07,2,141,207,66,132
613,15,24,2025-02-11,5,162,193,31,155
806,25,2,2025-02-17,14,351,497,146,2044
769,1,8,2025-02-28,11,195,226,31,341
553,2,30,2025-02-22,8,430,585,155,1240
737,8,20,2025-02-28,13,286,342,56,728
453,21,1,2025-02-03,16,55,81,26,416
54,21,5,2025-02-07,5,66,74,8,40
563,27,26,2025-02-07,8,279,303,24,192
743,15,10,2025-02-06,7,145,180,35,245
621,8,10,2025-02-10,19,249,370,121,2299
207,9,28,2025-02-26,16,60,89,29,464
369,13,13,2025-02-06,16,245,304,59,944
625,24,14,2025-02-25,5,439,649,210,1050
494,1,25,2025-02-13,14,457,497,40,560
929,30,10,2025-02-20,18,98,127,29,522
180,9,13,2025-02-15,10,252,297,45,450
576,20,16,2025-02-03,11,89,122,33,363
201,5,30,2025-02-07,1,26,37,11,11
748,24,12,2025-02-16,13,493,610,117,1521
405,24,12,2025-02-13,16,177,237,60,960
603,3,14,2025-02-02,4,217,319,102,408
167,7,25,2025-02-14,9,414,605,191,1719
740,12,17,2025-02-23,16,345,469,124,1984
714,2,21,2025-02-13,14,396,460,64,896
490,2,30,2025-02-27,12,343,469,126,1512
29,23,22,2025-02-21,5,153,202,49,245
967,22,5,2025-02-09,8,328,430,102,816
679,27,6,2025-02-01,4,414,452,38,152
729,30,13,2025-02-13,19,481,522,41,779
932,7,29,2025-02-14,6,444,551,107,642
709,10,17,2025-02-18,13,320,380,60,780
422,25,29,2025-02-24,3,75,100,25,75
796,26,12,2025-02-27,5,157,218,61,305
953,24,13,2025-02-23,10,23,34,11,110
836,16,1,2025-02-04,3,416,567,151,453
538,14,21,2025-02-10,14,107,121,14,196
191,23,5,2025-02-07,16,113,144,31,496
113,15,19,2025-02-27,7,115,131,16,112
768,6,26,2025-02-25,7,152,227,75,525
893,14,15,2025-02-21,20,75,108,33,660
171,3,10,2025-02-03,13,83,97,14,182
351,1,19,2025-02-08,16,268,363,95,1520
104,1,2,2025-02-09,1,360,472,112,112
43,4,7,2025-02-17,1,212,280,68,68
986,25,9,2025-02-16,16,407,489,82,1312
440,11,12,2025-02-22,11,181,257,76,836
964,12,22,2025-02-13,13,332,357,25,325
365,28,11,2025-02-26,4,21,26,5,20
716,13,24,2025-02-27,5,33,44,11,55
890,17,9,2025-02-23,8,208,261,53,424
703,22,28,2025-02-16,17,231,311,80,1360
4,21,27,2025-02-11,1,344,417,73,73
47,26,24,2025-02-11,15,139,184,45,675
410,24,20,2025-02-26,3,198,246,48,144
954,30,16,2025-02-22,4,395,483,88,352
622,7,23,2025-02-05,17,468,612,144,2448
878,23,17,2025-02-02,5,274,386,112,560
309,27,22,2025-02-18,15,106,154,48,720
978,4,16,2025-02-22,18,143,166,23,414
